000017,TKU,NTHU,TCPA,YZU,NCKU,CSMU,CMU,NKNU,NCCU,NTUB,NUTC,NTNU,FCU,SCU,NCUT,NFU,PU,NTPU,TMU,KMU,NTUNHS,NCTU,NPU,NTOU,NSYSU,NTUST,NCHU,THU,KUAS,FJU,NTU,CYCU,NKFUST,CGU
000018,NTPU,NKNU,YZU,PU,NFU,NTUNHS,TCPA,TMU,NUTC,THU,CMU,CGU,CYCU,NTHU,NTNU,NCUT,KUAS,NCCU,SCU,TKU,CSMU,NCHU,NTUB,NSYSU,FCU,KMU,NPU,NTU,NCKU,NKFUST,FJU,NCTU,NTUST,NTOU
000019,CGU,NTNU,NCUT,CYCU,SCU,NPU,NTUST,CSMU,NUTC,KUAS,NKFUST,NTUNHS,TKU,NTU,NCKU,NCCU,NFU,TMU,CMU,FCU,NCTU,NKNU,THU,NTUB,NSYSU,TCPA,YZU,KMU,PU,FJU,NTHU,NCHU,NTPU,NTOU
000020,CYCU,NTPU,CGU,FCU,NTOU,NTUST,NKFUST,CSMU,YZU,NCKU,TMU,KUAS,NCHU,NTU,FJU,SCU,NFU,TCPA,TKU,NTUB,NCCU,THU,NTHU,NCTU,NTUNHS,PU,KMU,NUTC,CMU,NCUT,NSYSU,NKNU,NTNU,NPU
000021,NTPU,NKFUST,NTUB,NKNU,NCTU,NPU,CYCU,SCU,FCU,CMU,NCUT,KMU,NTUST,PU,NTUNHS,NCKU,FJU,TKU,KUAS,YZU,TMU,NFU,NTOU,NCHU,CGU,THU,NTHU,NTU,NTNU,NCCU,NSYSU,TCPA,NUTC,CSMU
000022,NCTU,TKU,NSYSU,YZU,CMU,CSMU,NTOU,NKNU,THU,NKFUST,NPU,TMU,NTHU,NTU,CGU,FJU,NUTC,NTPU,FCU,NCCU,NTUB,PU,NTUNHS,NCHU,NTUST,TCPA,NFU,SCU,NCKU,NCUT,KUAS,CYCU,KMU,NTNU
000023,NTU,CMU,FJU,THU,CGU,KMU,NTUB,NPU,NTUNHS,NTUST,NFU,NTPU,TMU,PU,YZU,NCUT,NCTU,CYCU,NSYSU,CSMU,FCU,TCPA,NUTC,NTHU,KUAS,SCU,NCKU,NTNU,NCHU,NKFUST,NTOU,TKU,NCCU,NKNU
000024,CMU,FCU,NCTU,NTNU,TMU,TKU,NSYSU,NTUB,NCUT,NKFUST,YZU,THU,NTOU,NFU,NCKU,CGU,NTUNHS,TCPA,NCCU,KMU,CSMU,FJU,NUTC,NKNU,NTPU,NPU,PU,SCU,NTUST,NCHU,NTU,CYCU,KUAS,NTHU
000025,NTOU,NTNU,NUTC,TMU,THU,KMU,SCU,NTPU,TKU,FJU,NCHU,NPU,NKFUST,NTUNHS,NCCU,NFU,CMU,TCPA,CSMU,NTHU,NCTU,NTUST,CGU,NSYSU,PU,CYCU,NCKU,NKNU,NCUT,KUAS,NTU,NTUB,YZU,FCU
000026,KMU,NCTU,NTNU,NCHU,FJU,TMU,YZU,PU,NCKU,NSYSU,NTHU,CYCU,CSMU,NCCU,CGU,NFU,CMU,NTOU,NKFUST,NCUT,NPU,THU,NTU,NKNU,NTUNHS,FCU,NUTC,KUAS,TCPA,NTUST,NTUB,NTPU,TKU,SCU
000027,NFU,TKU,NKFUST,NTUST,NCKU,NTOU,KUAS,NCCU,NKNU,KMU,NTUB,NPU,PU,NTUNHS,CGU,FCU,CMU,CSMU,NCUT,NTNU,NTPU,CYCU,SCU,NTU,NCHU,YZU,NSYSU,FJU,TMU,NTHU,TCPA,THU,NCTU,NUTC
000028,NCHU,KMU,NCTU,NTNU,NTUST,NSYSU,CYCU,TCPA,NUTC,NKNU,NFU,NCCU,PU,CSMU,NCUT,FCU,NTUB,KUAS,SCU,NCKU,TMU,TKU,FJU,NTOU,CGU,THU,NTUNHS,NTHU,CMU,NTPU,YZU,NTU,NKFUST,NPU
000029,SCU,THU,CMU,NUTC,NSYSU,CGU,NTNU,NTHU,NKNU,NTUNHS,CYCU,NCKU,CSMU,NTPU,KMU,KUAS,NTOU,NFU,NKFUST,NTUST,NTU,NCCU,TCPA,TMU,NCUT,NCHU,FJU,NPU,PU,NTUB,YZU,TKU,NCTU,FCU
000030,CGU,TCPA,NCTU,KMU,NTUNHS,NTU,NTUST,NTNU,CYCU,NCKU,NSYSU,NCUT,TKU,CMU,NPU,THU,PU,NTPU,YZU,NCHU,NTHU,TMU,NCCU,KUAS,FCU,NFU,NUTC,NTOU,CSMU,FJU,SCU,NTUB,NKNU,NKFUST
000031,NSYSU,TKU,NUTC,NCHU,NTOU,CSMU,FJU,FCU,CGU,NTHU,NPU,NKNU,THU,NTNU,YZU,NCUT,NTU,PU,NCTU,NCKU,TCPA,NFU,SCU,NCCU,TMU,CMU,CYCU,KMU,NTUNHS,NTUST,KUAS,NTUB,NKFUST,NTPU
000032,THU,NFU,NCKU,PU,KMU,NCTU,TKU,CMU,NTPU,TCPA,NTUST,NCUT,CSMU,NUTC,FCU,NKNU,NTUB,TMU,CYCU,NTU,NTHU,NTNU,FJU,NTUNHS,NPU,CGU,NTOU,SCU,NSYSU,KUAS,NKFUST,NCCU,NCHU,YZU
000033,NKNU,TKU,SCU,NCHU,NCKU,KMU,NTNU,NTHU,YZU,NTOU,FJU,NCTU,NSYSU,NTPU,NPU,CSMU,NFU,NCUT,KUAS,PU,NTUNHS,CMU,CYCU,CGU,THU,FCU,NUTC,NCCU,TMU,NTUST,TCPA,NTUB,NTU,NKFUST
000034,NPU,NCHU,YZU,FJU,NFU,NTUNHS,KMU,TKU,NCKU,PU,TCPA,NCUT,NKNU,CSMU,NTHU,CGU,NTU,THU,TMU,NUTC,NCCU,NTUB,CMU,FCU,NTOU,NKFUST,NTUST,CYCU,NSYSU,NTNU,SCU,NTPU,NCTU,KUAS
000035,NTUST,NKNU,NUTC,THU,NFU,NTUB,KMU,TKU,NCUT,CGU,NCCU,CSMU,CYCU,NCHU,NPU,NCKU,YZU,NSYSU,FCU,NKFUST,CMU,NTHU,TMU,KUAS,NCTU,NTU,PU,NTNU,TCPA,NTUNHS,SCU,FJU,NTOU,NTPU
000036,CSMU,NTUB,NCTU,NFU,NPU,THU,FJU,TMU,PU,NTHU,SCU,NTNU,NTUNHS,CGU,NCCU,KUAS,TCPA,NSYSU,NTOU,TKU,CYCU,NTU,NKFUST,YZU,FCU,NKNU,NCKU,NUTC,NTPU,NCHU,NTUST,KMU,CMU,NCUT
000037,CMU,NTUB,FCU,NCUT,NCCU,CGU,PU,NFU,NCTU,NCHU,NTOU,NCKU,TMU,NTUST,FJU,CYCU,NTHU,NTU,NPU,NTNU,TKU,TCPA,SCU,NTUNHS,NSYSU,KMU,THU,YZU,KUAS,NTPU,NUTC,CSMU,NKNU,NKFUST
000038,NCCU,NTHU,NKNU,NTPU,NTUNHS,NCKU,CYCU,NTOU,FCU,KMU,NTUB,NCUT,NUTC,NCTU,NTU,TCPA,CMU,CSMU,NSYSU,TMU,THU,NCHU,KUAS,FJU,PU,NTUST,SCU,NPU,NTNU,TKU,NFU,YZU,NKFUST,CGU
000039,CSMU,FCU,SCU,KMU,CYCU,NCTU,CGU,TMU,KUAS,YZU,FJU,NTUST,TKU,NTUNHS,NTOU,NUTC,NTHU,NTNU,NCCU,NCKU,CMU,NTU,NKNU,NPU,NCHU,NTUB,NSYSU,TCPA,NTPU,NKFUST,NFU,NCUT,PU,THU
000040,NCHU,NTUNHS,NCTU,NCUT,FJU,NTOU,KMU,TCPA,NPU,PU,NUTC,CGU,SCU,TKU,CYCU,TMU,FCU,NTPU,NTUB,NTUST,NFU,NTU,CMU,KUAS,NKNU,NCCU,CSMU,NTHU,NSYSU,NTNU,NKFUST,NCKU,YZU,THU
000041,NSYSU,NTU,NCUT,NCHU,NTOU,NCCU,FJU,NKNU,KMU,YZU,CSMU,NKFUST,NTPU,NCTU,CYCU,SCU,TCPA,NCKU,FCU,NFU,THU,NTNU,NUTC,CGU,NTUB,NTUNHS,TMU,PU,TKU,KUAS,NTHU,NPU,CMU,NTUST
000042,CGU,NCTU,NKNU,FCU,NTUB,CSMU,CYCU,TMU,NTOU,KMU,NUTC,NPU,NTU,THU,SCU,NTUST,KUAS,TCPA,YZU,NKFUST,FJU,PU,NCUT,NTUNHS,NTPU,NTHU,NCKU,TKU,CMU,NCHU,NCCU,NTNU,NSYSU,NFU
000043,NCCU,TMU,YZU,KMU,FJU,NTUNHS,NPU,THU,TKU,PU,NTNU,NFU,NCUT,NTU,FCU,TCPA,CYCU,NTUST,NCTU,NTOU,NKFUST,NTPU,NTUB,NSYSU,KUAS,SCU,NUTC,CMU,NKNU,NCKU,NCHU,NTHU,CSMU,CGU
000044,PU,CSMU,YZU,TMU,NPU,THU,NTUB,NTNU,NTU,NSYSU,NCTU,NTOU,NKNU,SCU,NFU,NUTC,NTPU,TKU,FCU,NCUT,KMU,TCPA,CYCU,CMU,NKFUST,CGU,NCCU,NTHU,NTUNHS,NCHU,NTUST,FJU,NCKU,KUAS
000045,NFU,FJU,CMU,NKFUST,NCTU,NTUST,NTOU,NPU,CSMU,NTNU,TCPA,THU,FCU,KMU,NCCU,NKNU,CYCU,NCHU,NUTC,NTPU,NSYSU,NTU,TKU,CGU,PU,NCKU,NTHU,TMU,NCUT,NTUNHS,YZU,KUAS,NTUB,SCU
000046,NUTC,PU,NPU,TMU,CMU,NCHU,NTUNHS,TKU,NCKU,NTOU,NCTU,KUAS,NCUT,SCU,FCU,NTNU,NSYSU,NCCU,THU,NKNU,KMU,NTPU,NTHU,FJU,NTUST,CGU,YZU,CSMU,NKFUST,CYCU,NTU,NFU,TCPA,NTUB
000047,FJU,NTPU,FCU,NTUNHS,CGU,NTUB,TKU,PU,NCKU,NCUT,NTOU,YZU,NTUST,NKNU,NFU,NTHU,TMU,NCCU,NCHU,NTNU,CMU,SCU,KUAS,NSYSU,NCTU,CYCU,THU,NKFUST,NPU,CSMU,TCPA,NUTC,KMU,NTU
000048,NTUB,CSMU,NTPU,NKFUST,NTUST,NCHU,NUTC,NTNU,NCUT,TKU,YZU,CYCU,PU,KMU,NTOU,NCTU,NTUNHS,FJU,SCU,NPU,CGU,NCKU,FCU,CMU,NFU,KUAS,NTU,TCPA,NCCU,TMU,NSYSU,NKNU,THU,NTHU
000049,NTHU,NCKU,NCCU,NCTU,TCPA,NKNU,NTUNHS,SCU,NTOU,FCU,CMU,CSMU,YZU,NUTC,NTPU,NPU,NTUST,TMU,CGU,TKU,NTUB,NSYSU,NTU,PU,NTNU,FJU,CYCU,KMU,NKFUST,NCUT,KUAS,THU,NCHU,NFU
000050,PU,NTUST,NTNU,NTHU,THU,NSYSU,NTPU,YZU,NTUB,CSMU,NTOU,NCHU,FJU,NTU,NKNU,NUTC,NCUT,NKFUST,TMU,NCTU,CMU,NTUNHS,NCKU,KUAS,SCU,NPU,CYCU,NCCU,TCPA,CGU,KMU,NFU,FCU,TKU
000051,NTUST,NTUNHS,FJU,CYCU,NCUT,KMU,NCKU,NTOU,YZU,NTU,NSYSU,CGU,CSMU,TMU,PU,NCTU,NTUB,NKFUST,TKU,NTHU,THU,NCHU,TCPA,CMU,NPU,NTNU,NKNU,FCU,KUAS,NTPU,NCCU,NFU,NUTC,SCU
000052,NCCU,YZU,NCHU,TKU,TCPA,KMU,CGU,NTU,NCUT,NKNU,NSYSU,TMU,NTPU,NUTC,KUAS,NTNU,FJU,NTHU,NTUNHS,NTUB,NTUST,FCU,CYCU,NKFUST,NPU,THU,NFU,CSMU,NTOU,PU,SCU,NCTU,NCKU,CMU
000053,NCCU,CYCU,NTU,NFU,NSYSU,NTUNHS,KUAS,NCKU,FCU,KMU,NPU,NCUT,TMU,FJU,NKFUST,NTUST,NTPU,NUTC,NTOU,PU,NCTU,TKU,NTNU,NTUB,CSMU,YZU,NCHU,CMU,NTHU,THU,NKNU,CGU,SCU,TCPA
000054,YZU,CYCU,CMU,NTUB,NTPU,NTHU,NCTU,NCCU,NTOU,NSYSU,FJU,NPU,NKNU,KUAS,KMU,PU,THU,NFU,NCHU,NUTC,CSMU,NTU,NTUNHS,TCPA,NCUT,FCU,SCU,NTUST,NKFUST,TKU,CGU,TMU,NCKU,NTNU
000055,NUTC,NCKU,NTUNHS,KMU,YZU,NCUT,NCHU,CMU,THU,FCU,NTUST,TKU,FJU,PU,TCPA,NSYSU,NTHU,NKNU,NTOU,CYCU,SCU,CSMU,NTUB,TMU,NTPU,NCTU,KUAS,NTU,NCCU,CGU,NTNU,NPU,NFU,NKFUST
000056,PU,NCHU,NTOU,CYCU,NCCU,FJU,CMU,TCPA,THU,TKU,NTNU,SCU,YZU,NPU,NTPU,NCTU,NTUST,NTUB,CSMU,NTUNHS,NUTC,KUAS,NFU,NTU,FCU,NCKU,TMU,NKNU,NSYSU,CGU,KMU,NTHU,NCUT,NKFUST
000057,NTUB,NCUT,NTU,THU,TMU,CGU,NKNU,NSYSU,NUTC,FJU,NPU,NCHU,PU,CSMU,SCU,CYCU,FCU,NTOU,NKFUST,KMU,NTPU,NTUST,YZU,NCTU,CMU,NTUNHS,TKU,NCCU,TCPA,NCKU,NFU,NTHU,NTNU,KUAS
000058,NPU,TMU,KUAS,NTUB,NCTU,NCHU,NCKU,KMU,NTUST,NTPU,NKNU,NTU,NKFUST,TCPA,NCCU,CYCU,PU,NUTC,NTNU,NSYSU,SCU,FCU,FJU,NTOU,NCUT,THU,TKU,NTUNHS,YZU,NTHU,CSMU,CGU,NFU,CMU
000059,NCUT,PU,CMU,NTNU,NCCU,KUAS,NUTC,CSMU,FJU,CGU,NTOU,TKU,NTUST,NKFUST,FCU,NTUNHS,NTHU,KMU,NCTU,NTU,NSYSU,NCKU,YZU,NTPU,TMU,THU,NPU,NCHU,NKNU,NFU,CYCU,NTUB,SCU,TCPA
000060,PU,NKFUST,CGU,NTPU,NTUNHS,NCTU,NSYSU,NTUST,TKU,KMU,NTNU,FCU,CMU,NCHU,CSMU,CYCU,NFU,SCU,FJU,TMU,NTOU,NCCU,NTHU,NTUB,NTU,NKNU,YZU,NUTC,TCPA,NCUT,KUAS,THU,NCKU,NPU
000061,NTHU,NPU,NTU,NTUNHS,NTUB,NKFUST,CGU,YZU,NSYSU,NTOU,TCPA,PU,NCKU,KMU,FJU,NKNU,KUAS,NTUST,FCU,CSMU,TKU,NTNU,NCHU,CMU,SCU,NUTC,NCUT,NCCU,CYCU,TMU,NCTU,NTPU,THU,NFU
000062,NCCU,NCKU,NTUNHS,NTU,NTUB,NPU,NCUT,CSMU,SCU,NSYSU,PU,KMU,NTNU,FJU,FCU,THU,NCHU,NTHU,NFU,KUAS,TCPA,NKNU,NTOU,CMU,NTPU,YZU,NKFUST,NCTU,CGU,NUTC,TMU,TKU,CYCU,NTUST
000063,NFU,NKNU,NCHU,NTPU,NTU,CMU,NCCU,FCU,NTUST,TKU,FJU,SCU,CGU,PU,NCTU,NTOU,TCPA,NPU,KMU,TMU,NCUT,CSMU,NCKU,NTUNHS,NKFUST,NUTC,CYCU,NTHU,NSYSU,YZU,NTUB,NTNU,KUAS,THU
000064,NTNU,NTHU,NKNU,CGU,SCU,PU,CYCU,CMU,THU,NTUST,TKU,NTUNHS,NCCU,TMU,NPU,NTPU,NCKU,FCU,KUAS,NFU,KMU,NTOU,FJU,NCHU,CSMU,NCUT,NTU,NCTU,NKFUST,NTUB,NSYSU,TCPA,YZU,NUTC
000065,FCU,NKNU,CGU,NTUB,CSMU,NKFUST,NFU,NCKU,NCTU,TKU,KUAS,TCPA,NSYSU,NCHU,NTUST,YZU,NTU,NTUNHS,PU,NTPU,SCU,KMU,FJU,NCCU,NTOU,CYCU,THU,NUTC,NTHU,NTNU,NCUT,NPU,TMU,CMU
000066,CMU,TMU,KUAS,FCU,NTPU,NTHU,NCTU,TCPA,NPU,FJU,CGU,YZU,NTNU,THU,SCU,PU,KMU,NKFUST,NUTC,NTU,NTUB,NCKU,NTUNHS,TKU,CYCU,NKNU,NCCU,NTUST,NCHU,NTOU,CSMU,NSYSU,NFU,NCUT
000067,CYCU,NCCU,KMU,FJU,YZU,NUTC,NTNU,NCTU,NTUB,THU,NKFUST,NFU,NTPU,NCHU,TCPA,NCKU,SCU,NPU,NTHU,NKNU,NTOU,NTU,TKU,CSMU,TMU,NTUNHS,CGU,NCUT,PU,FCU,KUAS,NSYSU,CMU,NTUST
000068,FJU,NSYSU,NTOU,NTHU,NCHU,NKNU,PU,NTUST,CGU,NCKU,KUAS,TCPA,NTNU,NUTC,NTUNHS,NCCU,NCUT,NKFUST,NFU,KMU,FCU,NCTU,NPU,NTPU,YZU,CMU,TMU,THU,CSMU,NTUB,CYCU,NTU,TKU,SCU
000069,NCKU,YZU,CMU,NCCU,TKU,NTU,THU,NTHU,KUAS,NCHU,NTPU,FJU,SCU,FCU,TMU,PU,NTUNHS,NUTC,NKNU,CGU,NTOU,NKFUST,NSYSU,TCPA,NFU,NTUB,NPU,CSMU,NCUT,NTUST,CYCU,NTNU,NCTU,KMU
000070,NKFUST,NCKU,NTHU,TKU,NTUB,NCUT,KUAS,NTU,CSMU,NTPU,NCTU,PU,SCU,CGU,FJU,NSYSU,NFU,NTOU,NCCU,NTUNHS,FCU,THU,NPU,NTNU,KMU,YZU,CYCU,NKNU,NCHU,NUTC,NTUST,TMU,TCPA,CMU
000071,NUTC,PU,NCHU,KMU,CYCU,NCTU,YZU,NTUST,SCU,FCU,TCPA,KUAS,NTOU,THU,CGU,NTPU,NCCU,NPU,NKNU,TKU,NFU,NTNU,NCKU,NKFUST,CMU,NSYSU,NCUT,TMU,FJU,NTUNHS,NTU,NTUB,CSMU,NTHU
000072,KMU,NCTU,CGU,NSYSU,FCU,FJU,CSMU,NCHU,NUTC,NTPU,NKNU,NCKU,NCCU,NTUB,NPU,TCPA,TMU,YZU,PU,THU,NTU,NFU,CYCU,NTHU,SCU,KUAS,NKFUST,NTOU,NTUNHS,NTNU,TKU,NTUST,NCUT,CMU
000073,TMU,CYCU,NTUB,NCTU,YZU,THU,FCU,NSYSU,NKFUST,NCCU,TKU,NTNU,NPU,NTHU,NTU,CGU,NCKU,CMU,NCHU,KMU,FJU,KUAS,NCUT,CSMU,NTPU,NTOU,NKNU,TCPA,NUTC,SCU,NTUNHS,NFU,PU,NTUST
000074,NFU,NKFUST,NTOU,NTU,NCTU,TMU,NKNU,KMU,FCU,NCUT,CMU,KUAS,NCHU,NTPU,CGU,TKU,NSYSU,NUTC,NCKU,NTHU,NTUST,YZU,SCU,THU,TCPA,CYCU,CSMU,PU,NTUB,NPU,NTNU,NTUNHS,NCCU,FJU
000075,CMU,NKFUST,TCPA,NTPU,CSMU,CGU,SCU,NPU,NKNU,NCHU,NTUST,NCTU,NTOU,TKU,NTNU,NTHU,NCUT,KMU,NSYSU,FCU,NTUNHS,NFU,NCKU,KUAS,YZU,NTU,NTUB,PU,TMU,FJU,CYCU,THU,NCCU,NUTC
000076,YZU,CYCU,NTNU,NCKU,NFU,NPU,NTUB,NCHU,KUAS,NTUST,NTHU,TMU,NTPU,NUTC,SCU,NSYSU,CMU,NKNU,KMU,FJU,THU,CGU,NTU,NTUNHS,TCPA,PU,NKFUST,NCCU,NCTU,TKU,FCU,NCUT,NTOU,CSMU
000077,NCCU,CSMU,PU,NKFUST,KUAS,NTHU,NCKU,TCPA,THU,NCUT,CMU,NTUNHS,KMU,NTNU,SCU,NFU,NUTC,FCU,NTU,YZU,NKNU,NTPU,NTOU,NPU,TMU,NTUST,NCHU,FJU,NTUB,CGU,NSYSU,TKU,CYCU,NCTU
000078,YZU,NKNU,KMU,NTPU,NTUST,TKU,NTHU,SCU,THU,PU,NCCU,CYCU,NTNU,NTUNHS,CGU,TMU,KUAS,NPU,FJU,NFU,NCUT,NSYSU,NTOU,NCTU,NTUB,NTU,CSMU,CMU,FCU,NCHU,NKFUST,NUTC,TCPA,NCKU
000079,CSMU,NFU,NTUB,TMU,NTUNHS,NTNU,NTU,CGU,NCKU,NTUST,YZU,KUAS,NTPU,FJU,NCCU,TKU,THU,NPU,NKNU,NSYSU,PU,NTHU,KMU,CYCU,NKFUST,NCTU,NUTC,CMU,SCU,NTOU,TCPA,FCU,NCHU,NCUT
000080,YZU,NKFUST,NTUNHS,NCUT,KMU,FCU,NCKU,NKNU,CYCU,CSMU,NFU,NTOU,CMU,NTHU,FJU,NTPU,CGU,TCPA,THU,NPU,NCCU,TKU,NTNU,NSYSU,KUAS,NUTC,PU,TMU,SCU,NTUST,NTUB,NCHU,NTU,NCTU
000081,NTU,YZU,FCU,NSYSU,NTUNHS,NKFUST,PU,NTOU,TCPA,TKU,KMU,KUAS,NCCU,NCUT,CYCU,NTHU,NCTU,CGU,NTUST,NTUB,THU,NFU,NTNU,NKNU,FJU,NCHU,CMU,SCU,CSMU,NTPU,NUTC,NCKU,NPU,TMU
000082,TMU,SCU,NTNU,NTPU,NCTU,THU,NCCU,NTOU,NTUB,TKU,NCHU,NSYSU,CYCU,NPU,NCKU,NKFUST,KUAS,NFU,PU,NCUT,FJU,NTUST,NTHU,CSMU,KMU,NTU,CMU,FCU,YZU,NTUNHS,NUTC,CGU,TCPA,NKNU
000083,NCUT,KMU,SCU,TKU,NTOU,NTU,NCCU,NFU,CYCU,NKFUST,NUTC,NTHU,CGU,NPU,YZU,NTUB,CMU,PU,FJU,NCTU,NTUST,CSMU,NSYSU,NTPU,NTNU,FCU,KUAS,THU,NCHU,TMU,NTUNHS,NKNU,TCPA,NCKU
000084,CYCU,NCUT,NPU,CSMU,NTUNHS,NKNU,TMU,NTPU,KMU,NUTC,NTNU,NTHU,NKFUST,NCCU,TCPA,FCU,NCKU,NTUST,CMU,YZU,FJU,TKU,NFU,NCTU,NTOU,NTU,NTUB,CGU,NSYSU,PU,THU,KUAS,SCU,NCHU
000085,NTUNHS,NTUB,TMU,CGU,THU,NSYSU,NCHU,CMU,FCU,NPU,KMU,CSMU,NCCU,TKU,NCKU,NFU,NTHU,NKFUST,NTU,SCU,NCUT,NCTU,KUAS,CYCU,PU,NTUST,FJU,NKNU,TCPA,YZU,NTOU,NTPU,NTNU,NUTC
